name,path,group
D1_70,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_70.jpg,D
D2_45,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_45.jpg,D
C2_29,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_29.jpg,C
D2_51,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_51.jpg,D
D1_78,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_78.jpg,D
C1_77,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_77.jpg,C
C1_19,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_19.jpg,C
C1_85,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_85.jpg,C
D1_62,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_62.jpg,D
C1_72,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_72.jpg,C
D1_64,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_64.jpg,D
C1_80,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_80.jpg,C
C1_36,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_36.jpg,C
D1_44,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_44.jpg,D
D1_11,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_11.jpg,D
D2_7,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_7.jpg,D
D1_37,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_37.jpg,D
C1_54,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_54.jpg,C
C2_71,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_71.jpg,C
D2_15,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_15.jpg,D
C2_50,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_50.jpg,C
D1_71,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_71.jpg,D
C2_69,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_69.jpg,C
C2_91,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_91.jpg,C
C1_62,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_62.jpg,C
D1_46,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_46.jpg,D
D1_9,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_9.jpg,D
D2_23,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_23.jpg,D
D2_58,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_58.jpg,D
C1_49,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_49.jpg,C
D2_20,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_20.jpg,D
D2_36,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_36.jpg,D
D1_94,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_94.jpg,D
C2_104,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_104.jpg,C
D1_31,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_31.jpg,D
C2_72,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_72.jpg,C
D1_60,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_60.jpg,D
C1_56,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_56.jpg,C
C2_19,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_19.jpg,C
C2_65,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_65.jpg,C
D2_60,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_60.jpg,D
C2_74,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_74.jpg,C
C1_95,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_95.jpg,C
C2_89,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_89.jpg,C
D1_36,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_36.jpg,D
D2_34,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_34.jpg,D
D1_14,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_14.jpg,D
C1_24,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_24.jpg,C
D1_66,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_66.jpg,D
D1_0,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_0.jpg,D
C1_55,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_55.jpg,C
D1_28,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_28.jpg,D
C1_64,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_64.jpg,C
D1_13,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_13.jpg,D
D1_34,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_34.jpg,D
D2_32,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_32.jpg,D
D2_39,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_39.jpg,D
C1_89,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_89.jpg,C
D1_32,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_32.jpg,D
C2_97,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_97.jpg,C
D1_26,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_26.jpg,D
D1_39,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_39.jpg,D
C2_36,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_36.jpg,C
D1_48,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_48.jpg,D
D2_61,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_61.jpg,D
C2_34,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_34.jpg,C
C2_105,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_105.jpg,C
D1_53,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_53.jpg,D
C2_14,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_14.jpg,C
D1_6,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_6.jpg,D
C1_27,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_27.jpg,C
C1_40,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_40.jpg,C
D2_50,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_50.jpg,D
C2_46,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_46.jpg,C
D1_1,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_1.jpg,D
C1_21,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_21.jpg,C
C2_66,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_66.jpg,C
D2_24,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_24.jpg,D
C1_71,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_71.jpg,C
D1_17,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_17.jpg,D
D2_41,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_41.jpg,D
D1_30,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_30.jpg,D
D2_27,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_27.jpg,D
C2_54,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_54.jpg,C
D1_50,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_50.jpg,D
D1_76,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_76.jpg,D
D2_17,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_17.jpg,D
C1_29,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_29.jpg,C
