name,path,group
A1_7,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_7.jpg,A
B1_52,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_52.jpg,B
B1_46,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_46.jpg,B
B2_43,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_43.jpg,B
B1_94,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_94.jpg,B
A2_67,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_67.jpg,A
A2_59,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_59.jpg,A
B2_56,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_56.jpg,B
B2_99,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_99.jpg,B
A2_70,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_70.jpg,A
B2_16,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_16.jpg,B
B2_63,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_63.jpg,B
B1_64,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_64.jpg,B
A1_55,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_55.jpg,A
A1_56,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_56.jpg,A
A1_11,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_11.jpg,A
A2_4,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_4.jpg,A
B1_105,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_105.jpg,B
B2_89,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_89.jpg,B
A2_58,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_58.jpg,A
B1_17,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_17.jpg,B
A1_29,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_29.jpg,A
B1_31,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_31.jpg,B
A2_97,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_97.jpg,A
B2_24,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_24.jpg,B
A2_7,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_7.jpg,A
B1_22,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_22.jpg,B
A2_99,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_99.jpg,A
B1_76,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_76.jpg,B
B2_95,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_95.jpg,B
B1_106,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_106.jpg,B
B1_48,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_48.jpg,B
A2_29,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_29.jpg,A
B1_88,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_88.jpg,B
B2_74,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_74.jpg,B
B1_19,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_19.jpg,B
B2_59,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_59.jpg,B
B2_61,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_61.jpg,B
B1_8,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_8.jpg,B
A1_14,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_14.jpg,A
B1_53,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_53.jpg,B
B1_30,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_30.jpg,B
A2_75,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_75.jpg,A
B1_80,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_80.jpg,B
B1_93,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_93.jpg,B
A2_38,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_38.jpg,A
B1_16,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_16.jpg,B
A2_84,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_84.jpg,A
B1_95,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_95.jpg,B
A2_49,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_49.jpg,A
B2_70,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_70.jpg,B
B1_26,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_26.jpg,B
B1_91,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_91.jpg,B
A2_23,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_23.jpg,A
B2_85,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_85.jpg,B
B2_44,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_44.jpg,B
A2_71,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_71.jpg,A
A1_31,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_31.jpg,A
B2_29,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_29.jpg,B
A2_18,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_18.jpg,A
B1_18,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_18.jpg,B
A1_2,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_2.jpg,A
B1_5,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_5.jpg,B
B2_1,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_1.jpg,B
A1_82,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_82.jpg,A
A1_46,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_46.jpg,A
B1_89,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_89.jpg,B
A2_83,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_83.jpg,A
B1_14,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_14.jpg,B
A1_64,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_64.jpg,A
A2_69,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_69.jpg,A
A1_20,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_20.jpg,A
A1_67,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_67.jpg,A
B2_73,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_73.jpg,B
A1_81,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_81.jpg,A
A2_25,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_25.jpg,A
A2_74,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_74.jpg,A
B1_2,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_2.jpg,B
A1_79,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_79.jpg,A
B1_63,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_63.jpg,B
A1_50,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_50.jpg,A
A2_63,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_63.jpg,A
A2_64,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_64.jpg,A
B2_72,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_72.jpg,B
B2_35,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_35.jpg,B
A1_9,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_9.jpg,A
A2_26,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_26.jpg,A
B2_97,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_97.jpg,B
A2_87,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_87.jpg,A
A1_75,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_75.jpg,A
B1_90,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_90.jpg,B
B1_61,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_61.jpg,B
A1_95,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_95.jpg,A
A2_32,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_32.jpg,A
A1_52,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_52.jpg,A
B2_92,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_92.jpg,B
B1_60,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_60.jpg,B
B1_15,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_15.jpg,B
B2_5,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_5.jpg,B
B2_9,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_9.jpg,B
A2_68,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_68.jpg,A
B1_104,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_104.jpg,B
B2_101,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_101.jpg,B
B2_49,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_49.jpg,B
B1_29,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_29.jpg,B
B1_102,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_102.jpg,B
B1_11,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_11.jpg,B
B2_76,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_76.jpg,B
A2_72,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_72.jpg,A
B2_19,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_19.jpg,B
B2_96,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_96.jpg,B
B2_39,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_39.jpg,B
B2_17,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_17.jpg,B
A2_11,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_11.jpg,A
B1_13,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_13.jpg,B
B2_93,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_93.jpg,B
A2_33,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_33.jpg,A
A2_50,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_50.jpg,A
A1_30,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_30.jpg,A
B1_68,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_68.jpg,B
A2_47,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_47.jpg,A
A1_13,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_13.jpg,A
A2_20,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_20.jpg,A
B1_27,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_27.jpg,B
B1_62,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_62.jpg,B
B2_34,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B2/B2_34.jpg,B
A2_66,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A2/A2_66.jpg,A
A1_71,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/A1/A1_71.jpg,A
B1_20,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/B1/B1_20.jpg,B
